Platform,Attack,Layer,Defense,Attacker,Workload,ASR,DDR,FPR_D,PEP,ASupR,DOI
P2,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Adaptive,High,0.766,0.024,0.04,0.0,0.0,1.159
P2,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Static,Low,0.3,0.238,0.096,0.0,0.0,1.259
P2,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Static,Medium,0.344,0.238,0.102,0.0,0.0,1.309
P2,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Static,High,0.396,0.238,0.114,0.0,0.0,1.369
P2,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Defense_Aware,Low,0.384,0.198,0.096,0.0,0.0,1.259
P2,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Defense_Aware,Medium,0.436,0.198,0.102,0.0,0.0,1.309
P2,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Defense_Aware,High,0.498,0.198,0.114,0.0,0.0,1.369
P2,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Adaptive,Low,0.478,0.16,0.096,0.0,0.0,1.259
P2,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Adaptive,Medium,0.522,0.16,0.102,0.0,0.0,1.309
P2,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Adaptive,High,0.578,0.16,0.114,0.0,0.0,1.369
P2,A5_Rug_Pull,Control,Bundle_All,Static,Low,0.236,0.278,0.128,0.0,0.0,1.429
P2,A5_Rug_Pull,Control,Bundle_All,Static,Medium,0.28,0.278,0.136,0.0,0.0,1.479
P2,A5_Rug_Pull,Control,Bundle_All,Static,High,0.322,0.278,0.142,0.0,0.0,1.539
P2,A5_Rug_Pull,Control,Bundle_All,Defense_Aware,Low,0.32,0.224,0.128,0.0,0.0,1.429
P2,A5_Rug_Pull,Control,Bundle_All,Defense_Aware,Medium,0.356,0.224,0.136,0.0,0.0,1.479
P2,A5_Rug_Pull,Control,Bundle_All,Defense_Aware,High,0.412,0.224,0.142,0.0,0.0,1.539
P2,A5_Rug_Pull,Control,Bundle_All,Adaptive,Low,0.406,0.188,0.128,0.0,0.0,1.429
P2,A5_Rug_Pull,Control,Bundle_All,Adaptive,Medium,0.452,0.188,0.136,0.0,0.0,1.479
P2,A5_Rug_Pull,Control,Bundle_All,Adaptive,High,0.504,0.188,0.142,0.0,0.0,1.539
P2,A6_Resp_Spoofing,Control,No Defense,Static,Low,0.716,0.0,0.0,0.0,0.0,0.999
P2,A6_Resp_Spoofing,Control,No Defense,Static,Medium,0.746,0.0,0.0,0.0,0.0,1.049
P2,A6_Resp_Spoofing,Control,No Defense,Static,High,0.83,0.0,0.0,0.0,0.0,1.109
P2,A6_Resp_Spoofing,Control,No Defense,Defense_Aware,Low,0.778,0.0,0.0,0.0,0.0,0.999
P2,A6_Resp_Spoofing,Control,No Defense,Defense_Aware,Medium,0.848,0.0,0.0,0.0,0.0,1.049
P2,A6_Resp_Spoofing,Control,No Defense,Defense_Aware,High,0.89,0.0,0.0,0.0,0.0,1.109
P2,A6_Resp_Spoofing,Control,No Defense,Adaptive,Low,0.872,0.0,0.0,0.0,0.0,0.999
P2,A6_Resp_Spoofing,Control,No Defense,Adaptive,Medium,0.902,0.0,0.0,0.0,0.0,1.049
P2,A6_Resp_Spoofing,Control,No Defense,Adaptive,High,0.958,0.0,0.0,0.0,0.0,1.109
P2,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Static,Low,0.582,0.154,0.046,0.0,0.0,1.079
P2,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Static,Medium,0.628,0.154,0.054,0.0,0.0,1.129
P2,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Static,High,0.678,0.154,0.056,0.0,0.0,1.189
P2,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Defense_Aware,Low,0.662,0.122,0.046,0.0,0.0,1.079
P2,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Defense_Aware,Medium,0.698,0.122,0.054,0.0,0.0,1.129
P2,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Defense_Aware,High,0.738,0.122,0.056,0.0,0.0,1.189
P2,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Adaptive,Low,0.726,0.068,0.046,0.0,0.0,1.079
P2,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Adaptive,Medium,0.764,0.068,0.054,0.0,0.0,1.129
P2,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Adaptive,High,0.836,0.068,0.056,0.0,0.0,1.189
P2,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Static,Low,0.516,0.252,0.012,0.0,0.0,1.059
P2,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Static,Medium,0.552,0.252,0.012,0.0,0.0,1.109
P2,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Static,High,0.614,0.252,0.012,0.0,0.0,1.169
P2,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Defense_Aware,Low,0.594,0.21,0.012,0.0,0.0,1.059
P2,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Defense_Aware,Medium,0.64,0.21,0.012,0.0,0.0,1.109
P2,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Defense_Aware,High,0.676,0.21,0.012,0.0,0.0,1.169
P2,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Adaptive,Low,0.668,0.166,0.012,0.0,0.0,1.059
P2,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Adaptive,Medium,0.686,0.166,0.012,0.0,0.0,1.109
P2,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Adaptive,High,0.746,0.166,0.012,0.0,0.0,1.169
P2,A6_Resp_Spoofing,Control,D3_Response_Verification,Static,Low,0.55,0.232,0.024,0.0,0.0,1.099
P2,A6_Resp_Spoofing,Control,D3_Response_Verification,Static,Medium,0.592,0.232,0.026,0.0,0.0,1.149
P2,A6_Resp_Spoofing,Control,D3_Response_Verification,Static,High,0.646,0.232,0.028,0.0,0.0,1.209
P2,A6_Resp_Spoofing,Control,D3_Response_Verification,Defense_Aware,Low,0.62,0.194,0.024,0.0,0.0,1.099
P2,A6_Resp_Spoofing,Control,D3_Response_Verification,Defense_Aware,Medium,0.668,0.194,0.026,0.0,0.0,1.149
P2,A6_Resp_Spoofing,Control,D3_Response_Verification,Defense_Aware,High,0.694,0.194,0.028,0.0,0.0,1.209
P2,A6_Resp_Spoofing,Control,D3_Response_Verification,Adaptive,Low,0.684,0.156,0.024,0.0,0.0,1.099
P2,A6_Resp_Spoofing,Control,D3_Response_Verification,Adaptive,Medium,0.716,0.156,0.026,0.0,0.0,1.149
P2,A6_Resp_Spoofing,Control,D3_Response_Verification,Adaptive,High,0.79,0.156,0.028,0.0,0.0,1.209
P2,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Static,Low,0.568,0.144,0.014,0.0,0.0,1.069
P2,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Static,Medium,0.622,0.144,0.018,0.0,0.0,1.119
P2,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Static,High,0.674,0.144,0.02,0.0,0.0,1.179
P2,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Defense_Aware,Low,0.656,0.112,0.014,0.0,0.0,1.069
P2,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Defense_Aware,Medium,0.692,0.112,0.018,0.0,0.0,1.119
P2,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Defense_Aware,High,0.726,0.112,0.02,0.0,0.0,1.179
P2,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Adaptive,Low,0.716,0.062,0.014,0.0,0.0,1.069
P2,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Adaptive,Medium,0.754,0.062,0.018,0.0,0.0,1.119
P2,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Adaptive,High,0.83,0.062,0.02,0.0,0.0,1.179
P2,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Static,Low,0.546,0.19,0.062,0.0,0.0,1.159
P2,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Static,Medium,0.574,0.19,0.062,0.0,0.0,1.209
P2,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Static,High,0.64,0.19,0.066,0.0,0.0,1.269
P2,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Defense_Aware,Low,0.62,0.154,0.062,0.0,0.0,1.159
P2,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Defense_Aware,Medium,0.658,0.154,0.062,0.0,0.0,1.209
P2,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Defense_Aware,High,0.69,0.154,0.066,0.0,0.0,1.269
P2,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Adaptive,Low,0.694,0.118,0.062,0.0,0.0,1.159
P2,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Adaptive,Medium,0.714,0.118,0.062,0.0,0.0,1.209
P2,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Adaptive,High,0.786,0.118,0.066,0.0,0.0,1.269
P2,A6_Resp_Spoofing,Control,D6_Behavioral_Monitor,Static,Low,0.588,0.154,0.034,0.0,0.0,1.049
P2,A6_Resp_Spoofing,Control,D6_Behavioral_Monitor,Static,Medium,0.642,0.154,0.036,0.0,0.0,1.099
P2,A6_Resp_Spoofing,Control,D6_Behavioral_Monitor,Static,High,0.69,0.154,0.04,0.0,0.0,1.159
P2,A6_Resp_Spoofing,Control,D6_Behavioral_Monitor,Defense_Aware,Low,0.672,0.118,0.034,0.0,0.0,1.049
P2,A6_Resp_Spoofing,Control,D6_Behavioral_Monitor,Defense_Aware,Medium,0.704,0.118,0.036,0.0,0.0,1.099
P2,A6_Resp_Spoofing,Control,D6_Behavioral_Monitor,Defense_Aware,High,0.752,0.118,0.04,0.0,0.0,1.159
P2,A6_Resp_Spoofing,Control,D6_Behavioral_Monitor,Adaptive,Low,0.732,0.064,0.034,0.0,0.0,1.049
P2,A6_Resp_Spoofing,Control,D6_Behavioral_Monitor,Adaptive,Medium,0.774,0.064,0.036,0.0,0.0,1.099
P2,A6_Resp_Spoofing,Control,D6_Behavioral_Monitor,Adaptive,High,0.838,0.064,0.04,0.0,0.0,1.159
P2,A6_Resp_Spoofing,Control,Bundle_D1_D3_D4_D6,Static,Low,0.32,0.348,0.096,0.0,0.0,1.259
P2,A6_Resp_Spoofing,Control,Bundle_D1_D3_D4_D6,Static,Medium,0.372,0.348,0.102,0.0,0.0,1.309
P2,A6_Resp_Spoofing,Control,Bundle_D1_D3_D4_D6,Static,High,0.446,0.348,0.114,0.0,0.0,1.369
P2,A6_Resp_Spoofing,Control,Bundle_D1_D3_D4_D6,Defense_Aware,Low,0.42,0.298,0.096,0.0,0.0,1.259
P2,A6_Resp_Spoofing,Control,Bundle_D1_D3_D4_D6,Defense_Aware,Medium,0.468,0.298,0.102,0.0,0.0,1.309
P2,A6_Resp_Spoofing,Control,Bundle_D1_D3_D4_D6,Defense_Aware,High,0.528,0.298,0.114,0.0,0.0,1.369
P2,A6_Resp_Spoofing,Control,Bundle_D1_D3_D4_D6,Adaptive,Low,0.514,0.252,0.096,0.0,0.0,1.259
P2,A6_Resp_Spoofing,Control,Bundle_D1_D3_D4_D6,Adaptive,Medium,0.574,0.252,0.102,0.0,0.0,1.309
P2,A6_Resp_Spoofing,Control,Bundle_D1_D3_D4_D6,Adaptive,High,0.62,0.252,0.114,0.0,0.0,1.369
P2,A6_Resp_Spoofing,Control,Bundle_All,Static,Low,0.246,0.388,0.128,0.0,0.0,1.429
P2,A6_Resp_Spoofing,Control,Bundle_All,Static,Medium,0.278,0.388,0.136,0.0,0.0,1.479
P2,A6_Resp_Spoofing,Control,Bundle_All,Static,High,0.324,0.388,0.142,0.0,0.0,1.539
P2,A6_Resp_Spoofing,Control,Bundle_All,Defense_Aware,Low,0.33,0.344,0.128,0.0,0.0,1.429
P2,A6_Resp_Spoofing,Control,Bundle_All,Defense_Aware,Medium,0.378,0.344,0.136,0.0,0.0,1.479
P2,A6_Resp_Spoofing,Control,Bundle_All,Defense_Aware,High,0.43,0.344,0.142,0.0,0.0,1.539
P2,A6_Resp_Spoofing,Control,Bundle_All,Adaptive,Low,0.43,0.298,0.128,0.0,0.0,1.429
P2,A6_Resp_Spoofing,Control,Bundle_All,Adaptive,Medium,0.462,0.298,0.136,0.0,0.0,1.479
P2,A6_Resp_Spoofing,Control,Bundle_All,Adaptive,High,0.53,0.298,0.142,0.0,0.0,1.539
P2,A7_Collusion,Logic,No Defense,Static,Low,0.676,0.0,0.0,0.414,0.0,1.0
P2,A7_Collusion,Logic,No Defense,Static,Medium,0.718,0.0,0.0,0.438,0.0,1.05
P2,A7_Collusion,Logic,No Defense,Static,High,0.796,0.0,0.0,0.474,0.0,1.11
P2,A7_Collusion,Logic,No Defense,Defense_Aware,Low,0.752,0.0,0.0,0.46,0.0,1.0
P2,A7_Collusion,Logic,No Defense,Defense_Aware,Medium,0.814,0.0,0.0,0.488,0.0,1.05
P2,A7_Collusion,Logic,No Defense,Defense_Aware,High,0.878,0.0,0.0,0.516,0.0,1.11
P2,A7_Collusion,Logic,No Defense,Adaptive,Low,0.846,0.0,0.0,0.508,0.0,1.0
P2,A7_Collusion,Logic,No Defense,Adaptive,Medium,0.898,0.0,0.0,0.518,0.0,1.05
P2,A7_Collusion,Logic,No Defense,Adaptive,High,0.972,0.0,0.0,0.54,0.0,1.11
P2,A7_Collusion,Logic,D1_Input_Sanitization,Static,Low,0.56,0.148,0.05,0.33,0.0,1.08
P2,A7_Collusion,Logic,D1_Input_Sanitization,Static,Medium,0.586,0.148,0.05,0.36,0.0,1.13
P2,A7_Collusion,Logic,D1_Input_Sanitization,Static,High,0.636,0.148,0.052,0.392,0.0,1.19
P2,A7_Collusion,Logic,D1_Input_Sanitization,Defense_Aware,Low,0.612,0.1,0.05,0.38,0.0,1.08
P2,A7_Collusion,Logic,D1_Input_Sanitization,Defense_Aware,Medium,0.66,0.1,0.05,0.402,0.0,1.13
P2,A7_Collusion,Logic,D1_Input_Sanitization,Defense_Aware,High,0.7,0.1,0.052,0.428,0.0,1.19
P2,A7_Collusion,Logic,D1_Input_Sanitization,Adaptive,Low,0.68,0.054,0.05,0.416,0.0,1.08
P2,A7_Collusion,Logic,D1_Input_Sanitization,Adaptive,Medium,0.734,0.054,0.05,0.444,0.0,1.13
P2,A7_Collusion,Logic,D1_Input_Sanitization,Adaptive,High,0.81,0.054,0.052,0.48,0.0,1.19
P2,A7_Collusion,Logic,D2_Tool_Attestation,Static,Low,0.498,0.172,0.014,0.296,0.0,1.06
P2,A7_Collusion,Logic,D2_Tool_Attestation,Static,Medium,0.544,0.172,0.014,0.314,0.0,1.11
P2,A7_Collusion,Logic,D2_Tool_Attestation,Static,High,0.584,0.172,0.014,0.354,0.0,1.17
P2,A7_Collusion,Logic,D2_Tool_Attestation,Defense_Aware,Low,0.562,0.126,0.014,0.338,0.0,1.06
P2,A7_Collusion,Logic,D2_Tool_Attestation,Defense_Aware,Medium,0.602,0.126,0.014,0.372,0.0,1.11
P2,A7_Collusion,Logic,D2_Tool_Attestation,Defense_Aware,High,0.65,0.126,0.014,0.4,0.0,1.17
P2,A7_Collusion,Logic,D2_Tool_Attestation,Adaptive,Low,0.634,0.08,0.014,0.394,0.0,1.06
P2,A7_Collusion,Logic,D2_Tool_Attestation,Adaptive,Medium,0.672,0.08,0.014,0.416,0.0,1.11
P2,A7_Collusion,Logic,D2_Tool_Attestation,Adaptive,High,0.732,0.08,0.014,0.45,0.0,1.17
P2,A7_Collusion,Logic,D3_Response_Verification,Static,Low,0.542,0.158,0.026,0.308,0.0,1.1
P2,A7_Collusion,Logic,D3_Response_Verification,Static,Medium,0.562,0.158,0.026,0.338,0.0,1.15
P2,A7_Collusion,Logic,D3_Response_Verification,Static,High,0.61,0.158,0.03,0.374,0.0,1.21
P2,A7_Collusion,Logic,D3_Response_Verification,Defense_Aware,Low,0.592,0.106,0.026,0.368,0.0,1.1
P2,A7_Collusion,Logic,D3_Response_Verification,Defense_Aware,Medium,0.632,0.106,0.026,0.388,0.0,1.15
P2,A7_Collusion,Logic,D3_Response_Verification,Defense_Aware,High,0.682,0.106,0.03,0.412,0.0,1.21
P2,A7_Collusion,Logic,D3_Response_Verification,Adaptive,Low,0.662,0.064,0.026,0.41,0.0,1.1
P2,A7_Collusion,Logic,D3_Response_Verification,Adaptive,Medium,0.698,0.064,0.026,0.428,0.0,1.15
P2,A7_Collusion,Logic,D3_Response_Verification,Adaptive,High,0.76,0.064,0.03,0.462,0.0,1.21
P2,A7_Collusion,Logic,D4_Agent_Isolation,Static,Low,0.554,0.138,0.016,0.318,0.0,1.07
P2,A7_Collusion,Logic,D4_Agent_Isolation,Static,Medium,0.576,0.138,0.016,0.352,0.0,1.12
P2,A7_Collusion,Logic,D4_Agent_Isolation,Static,High,0.62,0.138,0.018,0.388,0.0,1.18
P2,A7_Collusion,Logic,D4_Agent_Isolation,Defense_Aware,Low,0.606,0.094,0.016,0.374,0.0,1.07
P2,A7_Collusion,Logic,D4_Agent_Isolation,Defense_Aware,Medium,0.644,0.094,0.016,0.398,0.0,1.12
P2,A7_Collusion,Logic,D4_Agent_Isolation,Defense_Aware,High,0.69,0.094,0.018,0.416,0.0,1.18
P2,A7_Collusion,Logic,D4_Agent_Isolation,Adaptive,Low,0.672,0.042,0.016,0.414,0.0,1.07
P2,A7_Collusion,Logic,D4_Agent_Isolation,Adaptive,Medium,0.72,0.042,0.016,0.436,0.0,1.12
P2,A7_Collusion,Logic,D4_Agent_Isolation,Adaptive,High,0.79,0.042,0.018,0.478,0.0,1.18
P2,A7_Collusion,Logic,D5_Consensus_Protocol,Static,Low,0.526,0.18,0.058,0.3,0.0,1.16
P2,A7_Collusion,Logic,D5_Consensus_Protocol,Static,Medium,0.554,0.18,0.06,0.322,0.0,1.21
P2,A7_Collusion,Logic,D5_Consensus_Protocol,Static,High,0.594,0.18,0.068,0.362,0.0,1.27
P2,A7_Collusion,Logic,D5_Consensus_Protocol,Defense_Aware,Low,0.576,0.138,0.058,0.348,0.0,1.16
P2,A7_Collusion,Logic,D5_Consensus_Protocol,Defense_Aware,Medium,0.618,0.138,0.06,0.378,0.0,1.21
P2,A7_Collusion,Logic,D5_Consensus_Protocol,Defense_Aware,High,0.658,0.138,0.068,0.408,0.0,1.27
P2,A7_Collusion,Logic,D5_Consensus_Protocol,Adaptive,Low,0.64,0.09,0.058,0.396,0.0,1.16
P2,A7_Collusion,Logic,D5_Consensus_Protocol,Adaptive,Medium,0.682,0.09,0.06,0.414,0.0,1.21
P2,A7_Collusion,Logic,D5_Consensus_Protocol,Adaptive,High,0.742,0.09,0.068,0.454,0.0,1.27
P2,A7_Collusion,Logic,D6_Behavioral_Monitor,Static,Low,0.548,0.218,0.04,0.332,0.0,1.05
P2,A7_Collusion,Logic,D6_Behavioral_Monitor,Static,Medium,0.574,0.218,0.042,0.358,0.0,1.1
P2,A7_Collusion,Logic,D6_Behavioral_Monitor,Static,High,0.63,0.218,0.044,0.388,0.0,1.16
P2,A7_Collusion,Logic,D6_Behavioral_Monitor,Defense_Aware,Low,0.616,0.188,0.04,0.37,0.0,1.05
P2,A7_Collusion,Logic,D6_Behavioral_Monitor,Defense_Aware,Medium,0.646,0.188,0.042,0.4,0.0,1.1
P2,A7_Collusion,Logic,D6_Behavioral_Monitor,Defense_Aware,High,0.69,0.188,0.044,0.43,0.0,1.16
P2,A7_Collusion,Logic,D6_Behavioral_Monitor,Adaptive,Low,0.676,0.146,0.04,0.414,0.0,1.05
P2,A7_Collusion,Logic,D6_Behavioral_Monitor,Adaptive,Medium,0.724,0.146,0.042,0.45,0.0,1.1
P2,A7_Collusion,Logic,D6_Behavioral_Monitor,Adaptive,High,0.8,0.146,0.044,0.474,0.0,1.16
P2,A7_Collusion,Logic,Bundle_D1_D3_D4_D6,Static,Low,0.344,0.224,0.084,0.202,0.0,1.26
P2,A7_Collusion,Logic,Bundle_D1_D3_D4_D6,Static,Medium,0.394,0.224,0.084,0.232,0.0,1.31
P2,A7_Collusion,Logic,Bundle_D1_D3_D4_D6,Static,High,0.456,0.224,0.09,0.272,0.0,1.37
P2,A7_Collusion,Logic,Bundle_D1_D3_D4_D6,Defense_Aware,Low,0.438,0.19,0.084,0.266,0.0,1.26
P2,A7_Collusion,Logic,Bundle_D1_D3_D4_D6,Defense_Aware,Medium,0.502,0.19,0.084,0.284,0.0,1.31
P2,A7_Collusion,Logic,Bundle_D1_D3_D4_D6,Defense_Aware,High,0.528,0.19,0.09,0.31,0.0,1.37
P2,A7_Collusion,Logic,Bundle_D1_D3_D4_D6,Adaptive,Low,0.526,0.146,0.084,0.308,0.0,1.26
P2,A7_Collusion,Logic,Bundle_D1_D3_D4_D6,Adaptive,Medium,0.556,0.146,0.084,0.334,0.0,1.31
P2,A7_Collusion,Logic,Bundle_D1_D3_D4_D6,Adaptive,High,0.606,0.146,0.09,0.368,0.0,1.37
P2,A7_Collusion,Logic,Bundle_All,Static,Low,0.286,0.248,0.118,0.162,0.0,1.43
P2,A7_Collusion,Logic,Bundle_All,Static,Medium,0.324,0.248,0.124,0.188,0.0,1.48
P2,A7_Collusion,Logic,Bundle_All,Static,High,0.372,0.248,0.134,0.22,0.0,1.54
P2,A7_Collusion,Logic,Bundle_All,Defense_Aware,Low,0.36,0.212,0.118,0.216,0.0,1.43
P2,A7_Collusion,Logic,Bundle_All,Defense_Aware,Medium,0.408,0.212,0.124,0.246,0.0,1.48
P2,A7_Collusion,Logic,Bundle_All,Defense_Aware,High,0.48,0.212,0.134,0.272,0.0,1.54
P2,A7_Collusion,Logic,Bundle_All,Adaptive,Low,0.456,0.18,0.118,0.274,0.0,1.43
P2,A7_Collusion,Logic,Bundle_All,Adaptive,Medium,0.51,0.18,0.124,0.292,0.0,1.48
P2,A7_Collusion,Logic,Bundle_All,Adaptive,High,0.54,0.18,0.134,0.324,0.0,1.54
P2,A8_Priv_Escalation,Logic,No Defense,Static,Low,0.708,0.0,0.0,0.426,0.0,1.0
P2,A8_Priv_Escalation,Logic,No Defense,Static,Medium,0.762,0.0,0.0,0.468,0.0,1.05
P2,A8_Priv_Escalation,Logic,No Defense,Static,High,0.842,0.0,0.0,0.494,0.0,1.11
P2,A8_Priv_Escalation,Logic,No Defense,Defense_Aware,Low,0.8,0.0,0.0,0.484,0.0,1.0
P2,A8_Priv_Escalation,Logic,No Defense,Defense_Aware,Medium,0.858,0.0,0.0,0.512,0.0,1.05
P2,A8_Priv_Escalation,Logic,No Defense,Defense_Aware,High,0.916,0.0,0.0,0.526,0.0,1.11
P2,A8_Priv_Escalation,Logic,No Defense,Adaptive,Low,0.884,0.0,0.0,0.518,0.0,1.0
P2,A8_Priv_Escalation,Logic,No Defense,Adaptive,Medium,0.944,0.0,0.0,0.532,0.0,1.05
P2,A8_Priv_Escalation,Logic,No Defense,Adaptive,High,0.986,0.0,0.0,0.552,0.0,1.11
P2,A8_Priv_Escalation,Logic,D1_Input_Sanitization,Static,Low,0.572,0.206,0.05,0.342,0.0,1.08
P2,A8_Priv_Escalation,Logic,D1_Input_Sanitization,Static,Medium,0.61,0.206,0.05,0.372,0.0,1.13
P2,A8_Priv_Escalation,Logic,D1_Input_Sanitization,Static,High,0.65,0.206,0.052,0.404,0.0,1.19
P2,A8_Priv_Escalation,Logic,D1_Input_Sanitization,Defense_Aware,Low,0.634,0.172,0.05,0.39,0.0,1.08
P2,A8_Priv_Escalation,Logic,D1_Input_Sanitization,Defense_Aware,Medium,0.67,0.172,0.05,0.41,0.0,1.13
P2,A8_Priv_Escalation,Logic,D1_Input_Sanitization,Defense_Aware,High,0.728,0.172,0.052,0.45,0.0,1.19
P2,A8_Priv_Escalation,Logic,D1_Input_Sanitization,Adaptive,Low,0.708,0.124,0.05,0.434,0.0,1.08
P2,A8_Priv_Escalation,Logic,D1_Input_Sanitization,Adaptive,Medium,0.77,0.124,0.05,0.464,0.0,1.13
P2,A8_Priv_Escalation,Logic,D1_Input_Sanitization,Adaptive,High,0.832,0.124,0.052,0.494,0.0,1.19
P2,A8_Priv_Escalation,Logic,D2_Tool_Attestation,Static,Low,0.524,0.228,0.014,0.298,0.0,1.06
P2,A8_Priv_Escalation,Logic,D2_Tool_Attestation,Static,Medium,0.548,0.228,0.014,0.328,0.0,1.11
P2,A8_Priv_Escalation,Logic,D2_Tool_Attestation,Static,High,0.596,0.228,0.014,0.372,0.0,1.17
P2,A8_Priv_Escalation,Logic,D2_Tool_Attestation,Defense_Aware,Low,0.586,0.196,0.014,0.354,0.0,1.06
P2,A8_Priv_Escalation,Logic,D2_Tool_Attestation,Defense_Aware,Medium,0.62,0.196,0.014,0.376,0.0,1.11
P2,A8_Priv_Escalation,Logic,D2_Tool_Attestation,Defense_Aware,High,0.656,0.196,0.014,0.398,0.0,1.17
P2,A8_Priv_Escalation,Logic,D2_Tool_Attestation,Adaptive,Low,0.65,0.152,0.014,0.402,0.0,1.06
P2,A8_Priv_Escalation,Logic,D2_Tool_Attestation,Adaptive,Medium,0.692,0.152,0.014,0.426,0.0,1.11
P2,A8_Priv_Escalation,Logic,D2_Tool_Attestation,Adaptive,High,0.758,0.152,0.014,0.46,0.0,1.17
P2,A8_Priv_Escalation,Logic,D3_Response_Verification,Static,Low,0.548,0.212,0.026,0.32,0.0,1.1
P2,A8_Priv_Escalation,Logic,D3_Response_Verification,Static,Medium,0.582,0.212,0.026,0.36,0.0,1.15
P2,A8_Priv_Escalation,Logic,D3_Response_Verification,Static,High,0.622,0.212,0.03,0.384,0.0,1.21
P2,A8_Priv_Escalation,Logic,D3_Response_Verification,Defense_Aware,Low,0.614,0.184,0.026,0.37,0.0,1.1
P2,A8_Priv_Escalation,Logic,D3_Response_Verification,Defense_Aware,Medium,0.644,0.184,0.026,0.396,0.0,1.15
P2,A8_Priv_Escalation,Logic,D3_Response_Verification,Defense_Aware,High,0.69,0.184,0.03,0.43,0.0,1.21
P2,A8_Priv_Escalation,Logic,D3_Response_Verification,Adaptive,Low,0.676,0.138,0.026,0.414,0.0,1.1
P2,A8_Priv_Escalation,Logic,D3_Response_Verification,Adaptive,Medium,0.722,0.138,0.026,0.448,0.0,1.15
P2,A8_Priv_Escalation,Logic,D3_Response_Verification,Adaptive,High,0.8,0.138,0.03,0.476,0.0,1.21
P2,A8_Priv_Escalation,Logic,D4_Agent_Isolation,Static,Low,0.56,0.196,0.016,0.338,0.0,1.07
P2,A8_Priv_Escalation,Logic,D4_Agent_Isolation,Static,Medium,0.594,0.196,0.016,0.362,0.0,1.12
P2,A8_Priv_Escalation,Logic,D4_Agent_Isolation,Static,High,0.64,0.196,0.018,0.394,0.0,1.18
P2,A8_Priv_Escalation,Logic,D4_Agent_Isolation,Defense_Aware,Low,0.63,0.152,0.016,0.388,0.0,1.07
P2,A8_Priv_Escalation,Logic,D4_Agent_Isolation,Defense_Aware,Medium,0.664,0.152,0.016,0.412,0.0,1.12
P2,A8_Priv_Escalation,Logic,D4_Agent_Isolation,Defense_Aware,High,0.714,0.152,0.018,0.442,0.0,1.18
P2,A8_Priv_Escalation,Logic,D4_Agent_Isolation,Adaptive,Low,0.696,0.102,0.016,0.426,0.0,1.07
P2,A8_Priv_Escalation,Logic,D4_Agent_Isolation,Adaptive,Medium,0.75,0.102,0.016,0.456,0.0,1.12
P2,A8_Priv_Escalation,Logic,D4_Agent_Isolation,Adaptive,High,0.824,0.102,0.018,0.494,0.0,1.18
P2,A8_Priv_Escalation,Logic,D5_Consensus_Protocol,Static,Low,0.534,0.242,0.058,0.308,0.0,1.16
